itemName,priceSale,priceDiscounted,priceOrigin,foodExplain,weight,kcal
[별미육찬]차돌박이 구이용 400g,10%,"17,100","19,000","차돌박이는 고소하고 거친 고깃결이 꼬들꼬들 씹히는 매력이 뚜렷한 부위에요. 얇고 가늘게 침착되어있는 근내지방은 씹을 때마다 고소한 육즙을 터뜨립니다. 센 불에 구워 먹기만 해도 충분히 맛있고, 된장찌개나 샤브샤브에 넣으면 진한 풍미를 더해요.별미육찬은 '식탁 위 고기의 향연'이라는 슬로건 아래 양념육부터 즉석 델리형 육류까지 다양하고 차별화된 육가공상품을 제안하는 현대식품관의 토털 미트 델리 전문 코너 입니다. 
                            	
                                
                                    From. 밥상주치의 그리팅


",400g,0kcal
[별미육찬]척롤 샤브샤브용 400g,0%,"15,000",0,"씹는 맛이 좋은 호주산 샤브샤브용 척롤입니다. 목심이라고도 불리는 척롤은 젤라틴이 풍부해 깊은 맛이 필요한 국물 요리에 좋아요. 지방 함량이 낮고 담백하며, 씹을수록 고소한 풍미가 스며 나와요.별미육찬은 '식탁 위 고기의 향연'이라는 슬로건 아래 양념육부터 즉석 델리형 육류까지 다양하고 차별화된 육가공상품을 제안하는 현대식품관의 토털 미트 델리 전문 코너 입니다. 
                            	
                                
                                    From. 밥상주치의 그리팅


",400g,0kcal
[아라찬]블럭명란젓 (28g*4분할),0%,"6,500",0,"명란의 고소하고 짭조름한 풍미는 요리에 생기를 불어 넣어 줍니다. 원하는 만큼만 꺼내 사용하는 간편 명란젓 제품을 소개해요. 명란젓을 깔끔하게 손질한 뒤 사각 블럭으로 나눠 담았습니다. 명란이 필요한 순간, 가볍게 한 블럭씩 똑똑 끊어만 주면 된답니다. 한 번에 먹기 좋게 알맞은 양으로 담았기에, 남은 분량을 다시 냉동해야하는 번거로움이 없어요. 김이 모락모락 피어나는 밥 한 공기부터 보들보들한 달걀말이까지 다채롭게 활용해 보세요. 
                            	
                                
                                    From. 밥상주치의 그리팅


",110g,0kcal
[특별한 맛]고맙당 고추장 250g,0%,"15,000",0,"국내 최초 로우 슈거 인증을 받은 저당 고추장을 사용한 고맙당의 고추장을 소개해요. 평소 탄수, 당분이 신경 쓰여 고추장을 멀리하셨다면 고맙당의 고추장을 만나보세요. 100% 국산고추를 사용해 더욱 믿을 수 있답니다. 
                            	
                                
                                    From. 밥상주치의 그리팅


",250g,238kcal
[현대그린푸드] 임연수살,10%,"3,420","3,800","임연수를 손질하기 어려워 자주 못드신 분들을 위해, 머리와 내장을 깔끔하게 손질한 [현대그린푸드] 임연수살을 소개해요.간단히 해동만 한 다음, 팬에 구우면 부드럽고 고소한 임연수 구이를 즐기실 수 있답니다. 
                            	
                                
                                    From. 밥상주치의 그리팅


",120g,0kcal
[이천미감] 보리 450g,0%,"4,300",0,"동글동글 굵은 알로 씹는 식감이 좋은 이천미감의 보리를 소개해요. 밥을 지으면 구수한 맛이 매력적이랍니다. 이천미감에서는 변하지 않고 오래 드실 수 있도록 3~4인분의 밥을 지을 수 있는 450g씩 진공소포장하여 발송 드려요. 
                            	
                                
                                    From. 밥상주치의 그리팅


",450g,0kcal
[프레시텃골] 1등급 동물복지 유정 구운란,10%,"6,570","7,300","구운 계란은 고소한 맛으로 식사 대용으로도, 간식으로도 인기가 많죠. 건강한 닭이 당일 낳은 계란으로 만들어 더욱 신선하고 안전한 구운란을 만나보세요.'1등급 동물복지 유정 구운란'은 ' 1등급 동물복지 유정란만을 선별해 적정 온도에서 숙성시킨 후, 가마에서 구워내 쫄깃한 식감을 유지한답니다. 그냥 드셔도 좋고, 떡볶이나 분식류에 곁들여 드셔도 좋습니다. 
                            	
                                
                                    From. 밥상주치의 그리팅


",400g,0kcal
[현대그린푸드] 영광굴비 100g,15%,"8,070","9,500","영광에서 직접 수매한 참조기를 건조 가공한 굴비를 소개해요. 살이 단단하고 품질이 좋은 참조기는 속까지 촘촘하게 살이 올라 쫄깃한 식감이 일품이에요. 간수를 뺀 신안 천일염으로 염장하여 짭조름한 감칠맛도 빼놓을 수 없답니다. 낱개로 진공포장해 관리도 편하실 거예요. 촉촉한 살을 발라 갓 지은 밥 위에 얹어 풍족한 한 상을 만들어보세요. 
                            	
                                
                                    From. 밥상주치의 그리팅


",100g,0kcal
생감태,0%,"6,000",0,"감태는 청정갯벌에서 나오는 귀한 먹거리에요. 공장에서 기계로 찍어내지 않아 그 모양과 색이 다 다르답니다.해초류 특유의 바다 향이 고스란히 담겨있어 자극적인 맛에 길들여진 입맛에 색다르고, 건강한 바다의 맛을 느끼게 해줄 거예요. 오늘 저녁, 갓 지은 밥에 햇볕과 해풍으로 말린 생감태 한 장 올려 바다를 즐겨보세요. 
                            	
                                
                                    From. 밥상주치의 그리팅


",6g,19kcal
구운 김 6봉,0%,"10,000",0,"'내 식탁 위의 바다'밥반찬으로 딱 좋은 김을 준비했어요.원초 그대로를 불에 살짝 구워서 담백한 맛이 일품이랍니다.그냥 드셔도 좋지만 밥에 싸 드시거나 젓갈, 달래 간장이랑 드시면 더욱 좋습니다. 
                            	
                                
                                    From. 밥상주치의 그리팅


",72g,251kcal
[명인명촌]이원복 옥수수콘,0%,"4,000",0,"강원도 울진의 이원복 님은 자연을 벗 삼아 도공이 불을 다루는 정성처럼 잘 다스려진 맛을 전하기 위해 오늘을 보내고 있어요.시간을 드린 노력과 돌봄의 손길로 완성된 먹거리가 진짜 예술이라는 이념이 제품에 고스란히 담길 수 있도록 천연의 맛을 이어가고 있답니다.이원복 님의 옥수수 콘은 늦가을까지 완숙된 옥수수만을 사용하여 만든 통곡물 시리얼이에요.옥수수 대에서 완전히 완숙된 옥수수를 수확하여 껍질을 모두 제거한 후 깨끗이 세척하고 삶고 말리는 과정을 수차례 거친 뒤 기름 없이 볶는 과정을 통해 고소함과 은은한 향이 배어 나와 옥수수 본연의 맛을 그대로 느끼실 수 있어요. 
                            	
                                
                                    From. 밥상주치의 그리팅


",100g,0kcal
[명인명촌]홍진이 볶은 녹풍콩,0%,"4,000",0,"식당을 8년간 운영하던 홍진이 님은 지역 식재료를 이용하면 더 좋은 먹을거리를 만들 수 있다는 생각으로 마을기업을 설립했어요.재배가 쉬운 콩으로 시작해서 다양한 콩 기반 가공품을 생산하고 있으며 생산 후 모든 기계를 청소하는 등의 안전한 식품을 만들기 위해 많은 노력을 기울이고 있답니다.홍진이 볶은 녹풍 콩은 농업기술원에서 우리 콩 살리기 프로젝트의 일환으로 10여 년의 연구를 거쳐 복원한 토종 녹풍 콩이에요. 무쇠 압력 가공 기술로 기름 없이 한 번에 튀겨 딱딱하지 않고 바삭하답니다. 
                            	
                                
                                    From. 밥상주치의 그리팅


",14g*5개,64kcal
[명인명촌] 현미칩,0%,"3,500",0,"여주에서 유기농으로 키워 깨끗하게 도정한 현미, 신안의 토판에서 채취한 천일염, 명인명촌의 재료로 만든 건강한 간식이에요.철저한 원칙으로 농사지은 현미를 기름에 튀기지 않고 뜨거운 바람으로 구워내 곡물 그대로의 건강한 맛을 느낄 수 있답니다.씹을수록 고소한 현미의 식감은 자극적이지 않는 맛을 자랑해요. 
                            	
                                
                                    From. 밥상주치의 그리팅


",60g,236kcal
[명인명촌] 홍진이 콩국물,0%,"3,500",0,"식당을 8년간 운영하던 홍진이 님은 지역 식재료를 이용하면 더 좋은 먹을거리를 만들 수 있다는 생각으로 마을기업을 설립했어요.재배가 쉬운 콩으로 시작해서, 다양한 콩 기반 가공품을 생산하고 있으며 생산 후 모든 기계를 청소하는 등의 안전한 식품을 만들기 위해 많은 노력을 기울이고 있답니다.홍진이 콩 국물은 국산 콩과 정제수만 사용하여 온전히 갈아 담아 담백함이 일품인 순수 콩 국물이에요.특허 기술로 분쇄한 콩은 영양 또한 그대로 품고 있으며, 풋내 없이 진하고 고소하여 무더위에 지친 입맛을 되살려 준답니다. 
                            	
                                
                                    From. 밥상주치의 그리팅


",320ml,206kcal
[명인명촌] 오정자 감귤과즐 ,0%,"9,500",0,"제주도에서 감귤원을 운영하는 오정자 님은 농업기술센터에서 한과 공부를 하면서 본격적으로 감귤 과즐에 대한 아이디어를 떠올렸어요.직접 농사지은 감귤로 만든 발효액을 아낌없이 사용하여 신선하고 향이 좋은 정직한 감귤 과즐을 만들었답니다.전통 한과 제조 방식으로 만들어지는 감귤 과즐은 오정자 님이 직접 재배한 감귤 원액을 토종밀인 앉은뱅이밀로 만든 반죽에 더하여 숙성시킨 후 튀겨냈어요.조청과 튀밥 가루를 묻혀 은은한 밀감 향과 고소한 맛의 감귤과즐을 즐겨보세요. 
                            	
                                
                                    From. 밥상주치의 그리팅


",150g,0kcal
[명인명촌]이득자 약선 누룽지,0%,"6,000",0,"어려서부터 자연 재료를 자연스럽게 음식에 활용하셨던 이득자 님은 우리 땅에서 바르게 자란 먹거리에 다양한 조리법으로 음식의 유익함을 담아낸다는 마음을 이어가고 있어요.재료 하나에도 빚은 이의 양심이 담기기를 바란다는 마음으로 이득자 님께서 직접 길러 낸 석창포를 우려낸 물로 유기농 쌀과 함께 밥을 지어 일일이 손으로 눌러 만든 수제 누룽지랍니다.바삭한 식감과 고소한 맛을 즐기실 수 있어요. 
                            	
                                
                                    From. 밥상주치의 그리팅


",100g,370kcal
[명인명촌]이득자 약선식혜,0%,"8,000",0,"어려서부터 좋은 재료를 자연스럽게 음식에 활용하셨던 이득자 님은 우리 땅에서 바르게 자란 먹거리에 다양한 조리법으로 음식의 유익함을 담아낸다는 마음을 이어나가고 있어요.우슬, 두충, 감초 등 화순 인근 지역에서 얻은 재료를 사용해 전통방식으로 만든 식혜랍니다. 땅의 기운을 받아 바르게 자란 먹거리로 건강한 단 맛을 이끌어낸 약선 식혜를 즐겨보세요! 
                            	
                                
                                    From. 밥상주치의 그리팅


",1L,920kcal
[명인명촌]김길봉 재래일반김 100매,0%,"13,500",0,"햇볕과 바닷바람만으로 기른 무산김은 아주 검은 빛깔도 아니며 반질반질하지도 않아요.깊고 맑은 장흥 앞바다에서 정성껏 채취한 김으로 자연 그대로의 감칠맛을 구현한 장흥 무산김 재래 일반 김을 즐겨보세요! 
                            	
                                
                                    From. 밥상주치의 그리팅


",100매,0kcal
[명인명촌]이정하 유기농 마늘장아찌,0%,"13,000",0,"비봉산 자락에 터전을 잡은 이정하 님은 남편분과 함께 비옥한 땅에서 마늘과 산수유 등을 키우고 있어요.이정하 마늘장아찌는 의성에서 유기농으로 키운 마늘로 빻지 않고 통째로 사용하며, 알이 작고 단단해요. 마늘 그 자체로도 알싸한 맛과 아삭한 식감이 좋아 장아찌로 담그면 제 역할을 톡톡히 한답니다.초와 소금으로 맑게 밑간을 더한 후 1년 이상 숙성해 뒷맛 또한 산뜻해요. 
                            	
                                
                                    From. 밥상주치의 그리팅


",250g,0kcal
