itemname,contents
멸치 아몬드볶음,"울 아들이 맛없데요
ㅠ ㅠ
밑반찬으로 시켰는데
별로라네요
"
소고기 숙주 부추볶음,"애들 코로나땜에 집에만 있어서 시켰는데
애들이 잘 먹어요
바른 배송 감사합니다"
히비스커스 라타투이 세트,"건강 케어 단계별로 식단을 골라 먹을수도 있어서
맛있는 저녁 했습니다~^^"
계피 소고기볶음 세트,"건강 케어 단계별로 식단을 골라 먹을수도 있어서
맛있는 저녁 했습니다~^^"
당귀 제육볶음 세트,"건강 케어 단계별로 식단을 골라 먹을수도 있어서
맛있는 저녁 했습니다~^^"
검은콩 캐슈넛 닭볶음 세트,"건강 케어 단계별로 식단을 골라 먹을수도 있어서
맛있는 저녁 했습니다~^^"
궁채나물볶음,"맛도 좋고 배송도 좋아요
들깨땜에 빨리 상해서
많이 못먹었어요"
[1Table] 우미학 차돌 깍두기 볶음밥,"깍두기볶음밥이랑 함박스테이크를 구매하여
함께 먹었는데
너무 잘어울리고 든든한 한끼 식사를 했습니다
짱짱"
[1Table] 우미학 차돌 깍두기 볶음밥,"깍두기볶음밥이랑 함박스테이크를 구매하여
함께 먹었는데
너무 잘어울리고 든든한 한끼 식사를 했습니다
짱짱"
황태 귀리죽 (1인분),"황태 귀리죽 정말 맛있어요
황태 맛이 깊게 나서 좋구요 귀리 식감도 좋습니다"
[1Table] 갈비 낙지 볶음밥,"양도 2인분이 1인분씩 개별포장되어 먹기 너무 편했구요
간도 딱 맞구 정말맛있었습니다~"
[1Table] 갈비 낙지 볶음밥,"양도 2인분이 1인분씩 개별포장되어 먹기 너무 편했구요
간도 딱 맞구 정말맛있었습니다~"
스위트 바나나 드레싱,바나나가 주재료이다 보니 드레싱 색깔이 금방 변합니다. 첨가물이 안들어갔다는 증거이기도 하겠네요. 그래도 색감은 좀 아쉽습니다.
닭다리살구이,그리팅몰에서 주문한 것들 중에 가장 입맛에 맞았습니다. 렌지에 데우기만 하면 되니 아주 간편하네요. 마늘이 많아 좋았습니다.
유근피 녹두 삼계죽 (1인분),간이 많이 싱겁습니다. 데울 때 맛을 보고 입맛에 맞게 조절해야 하루것 같아요.
중국식 궁채 가지볶음,식감이 재밌는 반찬입니다. 고추기름으로 조리해 느끼하지 않고 맛있었습니다.
모둠버섯 소불고기 쌈 세트,"음식이 정갈하고 맛도 넘 좋아요.
자극적이지 않고 건강한 식재로 만들어 그런지 깔끔합니다. 
패키지도 군더더기 없이 깔끔해서 좋아요^^"
인도식 견과 커리 세트,"음식이 정갈하고 맛도 넘 좋아요.
자극적이지 않고 건강한 식재로 만들어 그런지 깔끔합니다. 
패키지도 군더더기 없이 깔끔해서 좋아요^^"
당귀 제육볶음 세트,"음식이 정갈하고 맛도 넘 좋아요.
자극적이지 않고 건강한 식재로 만들어 그런지 깔끔합니다. 
패키지도 군더더기 없이 깔끔해서 좋아요^^"
해산물 토마토 볶음 세트,"음식이 정갈하고 맛도 넘 좋아요.
자극적이지 않고 건강한 식재로 만들어 그런지 깔끔합니다. 
패키지도 군더더기 없이 깔끔해서 좋아요^^"
버터 진미채볶음 ,"집에서 어머니가 해주시는 바로 그맛이네요
간도 적당하고 밥도둑이 따로없네요"
더 부드러운 돼지고기 장조림,"돼지 냄새도 전혀 안나고
입에 살살 녹는게 너무 맛이 좋네요"
[1Table] 존쿡 델리미트 크리스피 빅 핫도그 ,"핫도그가 맛이 역대급이네요
시중에 파는거하고는 완전다른
최고의맛"
더 부드러운 소고기 장조림 ,"고기자체가 너무 부드럽고 씹는데
전혀 부담감이 없네요
너무맛있습니다"
뿌리채소 한우갈비찜,"한우특유의 맛이 느껴집니다
너무부드러워요 연화식 짱이에요"
[vezzly] 까사테라,맛있어요~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~
[vezzly] 쌀조청 롤케이크,맛있습니다~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~
[vezzly] 까사테라,부드럽고 달콤해서 자꾸 손이 가네요. 커피랑 먹으니 더 맛있어요.
리코타 허브감자 샐러드,아침 대용으로 먹기 간편하고 무엇보다 맛있어서 좋아요.
소고기 곤드레나물볶음 ,곤드레 나물반찬 해 먹기 쉽지 않은데 간편하게 맛있게 먹을수 있으니 좋아요. 
토마토 견과 카레소스,풍미가 있고 닭고기랑 같이 먹으니 더 맛있어요. 난이랑 먹으면 식당 갈 필요 없겠어요. 
[1Table] 한우 잡채볶음밥,"다른 볶음밥은 짜서 밥을 추가로 넣었는데
그리팅 한우잡채볶음밥은 짜지 않아서 밥을 더 넣은 걸 약간 아쉬워했습니다~"
[1Table] 한우 잡채볶음밥,"다른 볶음밥은 짜서 밥을 추가로 넣었는데
그리팅 한우잡채볶음밥은 짜지 않아서 밥을 더 넣은 걸 약간 아쉬워했습니다~"
부드러운 닭가슴살 콥 샐러드,"주변 빵집에서 사먹는 샐러드보단 확실이 맛있어요
아보카도 추가로 넣었더니 직접한듯한?ㅎㅎ"
[5월] 키즈 패키지 ,"음식이 어떨지 반신반의했는데
다행히 짜지 않아서 마음에 들었어요
핫도그 같은 경우도 소세지가 탱글탱글하니 좋고
아이가 카스테라를 좋아하는 카스테라에 설탕이 워낙 많이 들어가서 주기가 꺼려졌었어요. 그런데 그나마 쌀가루로 만든 카스테라라서 기분 좋게 주었습니다!!
아예 안 먹일 수 없으니 그나마 건강한 것으로 채워줄 수 있어 좋네요^^"
유근피 녹두 삼계죽 (1인분),"맛있는 닭죽에 녹두와 유근피가 첨가되어
더욱 맛있고 건강한 느낌의 죽이었습니다."
[1Table] 냉이 된장찌개,봄철에 입맛을 돋우는 냉이와 된장찌개의 만남은 언제나 옳습니다
[1Table] 냉이 된장찌개,봄철에 입맛을 돋우는 냉이와 된장찌개의 만남은 언제나 옳습니다
리코타 허브감자 샐러드,"리코타치즈양이 많아서 깜짝놀랬어요~
자칫 치즈만먹으면 싱겁고조금느끼할수있는데 스위트바나나 드레싱이랑 너무잘어울려서 새콤달콤하게 맛있게잘먹었습니다
"
노루궁뎅이버섯 스프 (1인분),"제목만 보아서는 이게 무슨 맛일까 하고 맛을 본 순간
이 묵직하게 고소한 맛에 빠질 수 밖에 없는 스프였습니다"
영양부추 잡채,담백하고 맛있는 잡채를 영양부추와 함께 맛 볼 수 있어 좋습니다
구기자 간장 소스,"건강에 좋은 만큼 조금 덜 짜지만
음식재료의 맛이 잘 살려주고, 요리에 도움이 됩니다"
[1Table] 양구 시래기밥,"처음먹어보는 시래기밥, 시래기로 유명한 양구의 시래기밥을 실제로 맛보니 좋았습니다"
[1Table] 양구 시래기밥,"처음먹어보는 시래기밥, 시래기로 유명한 양구의 시래기밥을 실제로 맛보니 좋았습니다"
[1Table] 부지깽이 나물밥,"처음 먹어 보았지만, 담백하면서도 맛있는 나물밥이었습니다"
[1Table] 부지깽이 나물밥,"처음 먹어 보았지만, 담백하면서도 맛있는 나물밥이었습니다"
제주고사리 햄프씨드볶음 ,"건강에 좋은 만큼 조금 덜 달고, 덜 짜지만
음식재료의 맛이 잘 살아 있구요 맛도 좋습니다.
고사리 나물 특유의 씹는 맛과 햄프씨드의 식감이 아주 좋습니다"
강황 닭갈비 (2인분),"건강에 좋은 만큼 조금 덜 달고, 덜 짜지만
음식재료의 맛이 잘 살아 있구요 맛도 좋습니다.
강황의 향이 잘 어우러졌습니다."
[1Table] 우미학 차돌 깍두기 볶음밥,"간단하게 볶아서 먹기 편하고 맛이 고기집 볶음밥 입니다
강추 입니다 ？？？？"
[1Table] 우미학 차돌 깍두기 볶음밥,"간단하게 볶아서 먹기 편하고 맛이 고기집 볶음밥 입니다
강추 입니다 ？？？？"
닭다리살구이,"치킨하면 최애 음식이지만.
조금 기름기를 줄여 먹고 싶을때 딱입니다"
황태채 미나리볶음,"담백하게 즐길수 있는 황태미나리볶음
보통 삼겹살을 예상하겠지만.느끼하지 않고
맛과 영양도 좋네요"
과카몰리 씨푸드 샐러드 ,과카몰리와 씨푸드 조합이라 새콤하면서도 담백하니 너무 맛있게 먹었습니다. 새우랑 갑오징어가 가격대비 적당히 들어있어 씨푸드 샐러드다웠습니다.
커리 치킨 샐러드,"샐러드 진짜 맛있어요 
최고에요 
또 시켜먹을거에요
최고에요 "
오징어 버터구이 샐러드 세트,양도 적당하고 점심때 넘 맛있었어요. 오징어나 새우 등등 좋은 재료로 풀만 먹는게아니라 맛있었어요
멕시칸 치킨 타코 샐러드 세트 ,양도 적당하고 점심때 넘 맛있었어요. 오징어나 새우 등등 좋은 재료로 풀만 먹는게아니라 맛있었어요
과카몰리 쉬림프 샐러드 세트 ,양도 적당하고 점심때 넘 맛있었어요. 오징어나 새우 등등 좋은 재료로 풀만 먹는게아니라 맛있었어요
모짜렐라 루꼴라 샐러드,"그리팅 샐러드 너무 좋아요 
너무 맛있었어요 
최고에요 "
소고기 다시마채 장조림,"너무 좋아요 만족합니다 
아이가 잘 먹고 좋아하네요 
만족합니다 "
리코타 허브감자 샐러드,"이거 뭐죠
너무너무너무너무너무 맛있네요
이거 먹고 다이어트 성공 해야겠어요"
닭다리살구이,아침에 배고파서 허겁지겁 뜯어먹느라 미처 사진을 못 찍었네요^.^; 마늘과 대추가 들어간 닭다리살 구이인데 달지 않은 양념이라 건강한 맛이에요. 생각보다는 살코기도 큼직해서 괜찮았어요.
부드러운 닭가슴살 콥 샐러드,닭가슴살 샐러드는 워낙 많이 먹어서 기대하지 않고 주문했는데 고소한 드레싱이랑 어울려서 전체적으로 맛있게 먹었네요. 
비트 무화과 타히니 샐러드,"화려한 색 음식이 몸에도 좋다는데

고소한 참깨까지 독특한 샐러드
예쁜 샐러드 맛도 좋네요"
커리 치킨 샐러드,"무항생제 닭다리살 좋아요
진짜 커리 좋아요
한끼에 단백질 충족!
"
비트 생깻잎지,깻잎지가 너무 짜면 밥이랑 먹어도 짠데 이건 간이 세지않았어요 기본반찬으로 좋아요
미나리 주꾸미볶음 ,두명이서 반주와 함께 먹었어요 술 안주로도 좋을거같아요
소고기 숙주 부추볶음,간도 적당하고 숙주랑 부추를 좋아해서 시켰더니 만족스러웠어요
볶음짬뽕,물을 조금 넣어서 그랐는지 많이 맵지않아요 짜지도 않고요 재구매하려고요ㅎㅎ
율무 단호박 샐러드,다이어트용으로 구매했는데 운동하고 나서 라이트한 저녁한끼로 생각했다가 양이 푸짐해서 두번 나누어 먹었네요. 맛도 좋고 건강에도 좋은 것 같아요.
과카몰리 씨푸드 샐러드 ,새우랑 오징어가 과카몰리와 잘 어울려요. 상콤한 드레싱이랑도 잘 어울려서 맛있어요. 한끼 식사로 양은 충분합니다.
문어 카르파쵸 샐러드,"맛있어요
그냥 맛있어요
다시 구매!
마늘드레싱 독톡하고 잘 어울려요"
제주고사리 돼지고기찜 ,고사리랑 고기랑같이 먹으니까 생각보다 훨씬 조합이 좋았어요!
닭다리살구이,너무 달지도 않고 짜지도 않았어요 간식으로 먹기 좋아요!
[1Table] 갈비 낙지 볶음밥,갈비낙지볶음밥 냉동제품이라 의심스러웠지만 막상 요리하기도 간편하고 맛도 괜찮아요!!
[1Table] 갈비 낙지 볶음밥,갈비낙지볶음밥 냉동제품이라 의심스러웠지만 막상 요리하기도 간편하고 맛도 괜찮아요!!
[1Table] 한우 육개장,"기대이상입니다
맛도 있고 국물도 진하고 1인분 생각했는데
양이 많네요 맛있습니다"
[1Table] 한우 육개장,"기대이상입니다
맛도 있고 국물도 진하고 1인분 생각했는데
양이 많네요 맛있습니다"
[1Table] 존쿡 델리미트 부대찌개,"국물도 진하고 건더기도 생각보다 양이 많네요
한끼 대용으로 추천합니다"
[1Table] 존쿡 델리미트 부대찌개,"국물도 진하고 건더기도 생각보다 양이 많네요
한끼 대용으로 추천합니다"
콜리플라워 계란볶음 세트,"생각보다 맛도있고 건강한 느낌나네요 ㅎㅎ
앞으로도 시킬거같아요 "
고사리 소불고기 숙쌈 세트,"생각보다 맛도있고 건강한 느낌나네요 ㅎㅎ
앞으로도 시킬거같아요 "
닭살 버섯 로제소스볶음 세트,"생각보다 맛도있고 건강한 느낌나네요 ㅎㅎ
앞으로도 시킬거같아요 "
비트&베리 스무디,"비트가 몸에 좋다고 해서 한번 구매해서 맛봤는데,
생각보다 맛이 괜찮네요
재구매 의향 100％!!"
통밀 돈까스,일반 공산품 돈까스와 다르게 특유의 잡내도 없고 데미소스도 과하게 달지않네요. 맛있어요. 돈까스를 싫어하는 남편도 이정도의 맛이면 맨날 먹겠대요ㅋㅋ
볶음짬뽕,"일일 허용 나트륨 함량이 높아서 아쉬운데, 나트륨 함량을 낮게 만들면 부담 없이 먹을 수 있을것 같다."
분짜 샐러드 세트,라이트 식단 중 좋아하는 구성중 하나입니다. 집에서 간편하게 베트남 음식을 건강하게 즐길 수 있었어요.
멕시칸 타코 샐러드 세트,"멕시칸 요리를 좋아하는데 이렇게 간편하게 집에서 즐길 수 있어서 매우 만족하는 구성입니다.
"
포두부 새우 샐러드 세트,단백질과 식이섬유가 풍부하여 건강에도 좋고 천천히 먹게 되어 소화도잘 되는것 같아요. 식감이 좋았어요.
오리불고기 향채 샐러드 세트 ,오리고기가 부드러워서 샐러드랑 먹기에 너무 좋았어요. 단백질 보충에 좋은 구성이네요.
과콰몰리 돌나물 샐러드 세트,신선한 나물이 들어있어 식감도 좋고 영양적으로도 매우 좋다고 생각합니다. 혼밥할때 그리팅으로 하고 있어요.
모짜렐라 루꼴라 샐러드 세트,저녁마다 그리팅 라이트 식단으로 해결하고 있는데 특히 모짜렐라 샐러드가 치즈의 고소함이 더해져 맛있다고 생각합니다.
해초 전복죽 (1인분),"아이들이 잘 먹어서 계속 주문해서 먹고 있어요

많이 파세요~ 

그리팅 죽이 넘 많아 냉동실이 터질것 같아요~ "
매운 해물죽 (1인분),"그동안 본죽만 먹다가 
그리팅와서 죽을 봤는데..

다양하네요~ 
매운 해물죽도 넘 맛있네요~
해장에 딱입니다. "
늙은 호박죽 (1인분),"새로운 죽이네요~ 
맛이 죽이네요~ 
호박이 죽이네요~ 
좋아요! ㅋㅋ "
스페인 세비체 샐러드 세트,"패키지를 풀어 평소 먹던 그릇에 담아보니 
생각보다 푸짐한 해산물과 평소에 접해보기 힘든 고급 샐러드의 어마어마한 양에 놀랬습니다! 
맛도 최고였어요! 넘 든든하네요 "
흑미 시트러스 샐러드 세트,"완전한 건강식 샐러드! 
고소한 흑미곡물과 상콤하고 고급진 자몽이 잘 어울리는 샐러드 였습니다. 배불러요 "
배추 불고기 샐러드 세트,"포만감이 어마어마합니다  
양배추까지 볶아 먹어도 맛있겠다 싶어서 함께 볶아먹었어요! "
